0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,Churn
-0.8563310246847807,-0.6666666666666666,0.0,-0.36363636363636365,-0.7480947230446873,-2.0,1.0,0.0,0.0,0.2,-1.0,-0.48803584626642704,-0.4,-0.6773312524385486,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.4652814775350737,0.5,0.0,0.18181818181818182,0.0,0.0,1.0,0.5,0.0,-0.4,2.8576977199532188,2.4401792313321353,0.6,2.1244635193133052,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.49902326407387676,0.25,0.0,1.0909090909090908,1.0,0.0,0.5,0.75,0.0,1.4,0.0,0.0,-0.6,-0.1500195083886071,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.20209554253240988,0.3333333333333333,0.0,-0.6363636363636364,1.0,0.0,1.0,0.0,0.0,-0.2,3.0,1.9521433850657082,1.6,1.9100663285212645,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.5697034274551589,-0.5833333333333334,0.5,-0.7272727272727273,-0.6295068899373479,-1.0,-1.0,-0.25,0.0,0.0,-1.0,0.0,-0.4,-0.6993757315645728,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.8872313976203161,0.8333333333333334,0.0,0.0,0.0,0.0,-1.0,-0.25,1.0,0.25796198763977857,0.0,0.0,1.4,2.9765899336714794,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
-0.08843899840170485,-0.08333333333333333,0.0,-0.2727272727272727,-1.0,0.0,-1.0,-0.25,0.0,-0.2,-1.0,0.9760716925328541,1.8,-0.44966835739367905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.5327650506126798,0.4166666666666667,0.0,0.11402455734989028,-1.0,-1.0,-1.0,1.5,0.0,0.8,-1.0,-0.48803584626642704,-0.8,-0.757900897385876,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.5881726158763985,0.16666666666666666,0.0,1.0,0.0,-2.0,-1.0,0.75,0.0,0.8,1.0,0.0,-0.6,-0.02009364026531411,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.6286627597229622,1.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0,0.0,1.0,0.19879047990635973,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.8890072811223584,0.16666666666666666,0.0,0.45454545454545453,1.0,0.0,0.0,2.0,1.0,-0.4,0.0,0.0,-0.4,0.1701131486539212,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.7551056650683715,0.5,1.0,1.7272727272727273,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.928215077598562,0.4,0.8983612953570039,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.1434913869650151,-0.5833333333333334,0.0,-0.2727272727272727,0.0,-1.0,1.0,0.25,0.0,0.4,0.0,0.0,-0.2,-0.18962153726102224,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.1289291422482685,-0.5833333333333334,1.0,1.9090909090909092,1.0,0.0,0.5,0.0,0.0,1.2,1.0,0.0,0.2,0.48400312134217727,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.6854910317883147,-0.6666666666666666,0.0,0.10308726024020745,-1.0,-1.0,0.0,-0.25,1.0,-0.4,2.0,2.4401792313321353,0.6,-0.7602419040187282,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
0.48090925235304566,0.4166666666666667,0.0,-0.09090909090909091,0.0,1.0,1.0,0.75,0.0,0.2,1.0,0.0,0.10873507798275099,1.2095200936402655,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.08488723139762032,-0.16666666666666666,0.0,-0.45454545454545453,1.0,0.0,0.5,0.0,0.0,-0.2,0.0,0.0,0.8,-0.27721420210690617,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.07707334398863434,1.0833333333333333,0.0,-0.18181818181818182,0.0,0.0,0.0,0.75,0.0,0.149435303812556,0.0,0.0,-0.4,2.8304721030042925,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.6822944414846386,-0.5833333333333334,1.0,1.7272727272727273,0.0,0.0,-1.0,0.0,0.0,1.8,0.0,0.0,0.2,0.4660554038236445,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.48161960575386253,1.25,1.0,-0.45454545454545453,1.0,1.0,0.5,0.25,0.0,0.0,1.0,0.0,1.0,0.31193913382754607,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
